,event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,inter2,interaction,iso,region,country,admin1,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,related_ep
3009,CHN592,2019-04-10,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),HKHRM: Hong Kong Human Rights Monitor,6,0,60,156,East Asia,China,Hong Kong,Sham Shui Po,22.3289,114.1586,1,Radio Free Asia,International,"On 10 April 2019, more than 100 supporters of the 9 Occupy Central leaders, including the head of Hong Kong Human Rights Monitor, gathered outside the West Kowloon Magistrates' Courts in Sham Shui Po District (Hong Kong) to express their solidarity with 6 of the leaders who would be appealing their verdicts on this day. Protesters chanted slogans.",0,crowd size=more than 100,1611094734,no
3010,CHN598,2019-04-10,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),SoCO: Society for Community Organization,6,0,60,156,East Asia,China,Hong Kong,Southern,22.2484,114.1527,1,South China Morning Post,Subnational,"On 10 April 2019, member of the Society for Community Organisation staged a protest outside the Medical Council of Hong Kong in Southern District (Hong Kong) to condemn the council for not addressing the chronic shortage of doctors in the city.",0,crowd size=no report,1611094735,no
3018,CHN591,2019-04-09,2019,1,Demonstrations,Riots,Violent demonstration,Rioters (China),Demosisto; LSD: League of Social Democrats,5,5,55,156,East Asia,China,Hong Kong,Sham Shui Po,22.3289,114.1586,1,Radio Free Asia; Wen Wei Po,Subnational-International,"On 9 April 2019, more than 300 demonstrators gathered outside the West Kowloon Magistrates' Courts in Sham Shui Po District (Hong Kong) to show their support and opposition to 9 leaders of the 2014 Occupy Central movement on trial. Demonstrators supporting the leaders included people from the League of Social Democrats and Demosisto, while about 50 people in opposition included members of Defend Hong Kong Campaign, Hong Kong Island Federation, and the Anti-Hong Kong Independence Alliance. Demonstrators from both sides shouted slogans, carried banners, sang songs, and clashed with each other.",0,crowd size=more than 300,1611094731,no
3026,CHN596,2019-04-07,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Islands,22.2874,113.9425,1,Radio Free Asia,International,"On 7 April 2019, more than 50 activists marched through the Tung Chung area in Islands District (Hong Kong) to urge residents to vote against pro-government candidates in the November district council elections. The march is the second of a series of demonstrations that are part of the 'Project Storm' campaign organised by activists to boost pan-democrats chances of success in the district council elections.",0,crowd size=more than 50,1611094734,no
3027,CHN2200,2019-04-06,2019,2,Demonstrations,Protests,Peaceful protest,Protesters (China),Unknown,6,0,60,156,East Asia,China,Hong Kong,Yuen Long,22.4452,114.023,1,RTHK,Subnational,"As reported on 6 April 2019, about 30 people from various groups (including the New Territories Association of Societies and Concern Social Expenditure) demonstrated at the Tin Yiu Community Centre in Tin Shui Wai, Yuen Long District (Hong Kong), before the start of a public consultation held by the Community Care Fund. They argued that there was no rental control and many tenants in subdivided flats had been forced to move out due to increase in rent by the owners. They submitted a petition letter to the Secretary of Labour and Welfare, and urged the Community Care Fund to establish a subsidy scheme to support these tenants.",0,crowd size=about 30,1611094735,no
3028,CHN8581,2019-04-06,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; NTAS: New Territories Association of Societies; Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 6 April 2019, at least 11 people participated in a caravan protest organised by DAB, NTAS and representatives from the transportation sector and drove at least 10 cars from Sha Tin to the Government Headquarters in Admiralty, Central and Western district (Hong Kong) to protest against a particular design of traffic lights, which is believed to confuse drivers on the road and lead to accidents. Protesters also held a banner.",0,crowd size=at least 11,1611094735,no
3031,CHN2199,2019-04-05,2019,2,Demonstrations,Protests,Peaceful protest,Protesters (China),The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China,6,0,60,156,East Asia,China,Hong Kong,Yau Tsim Mong,22.3201,114.1692,1,RTHK,Subnational,"As reported on 5 April 2019, a number of pro-democracy camp political parties and civil groups held a ceremony led by The Alliance next to the Clock Tower in Tsim Sha Shui, Yau Tsim Mong District (Hong Kong), to commemorate the 30th anniversary of the June 4 massacre. During the ceremony, they chanted slogans that 'the people will not forget, vindicate June 4, and justice will prevail'.",0,crowd size=a number,1611094735,no
3034,CHN528,2019-04-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,HKFP; Radio Free Asia,Subnational-International,"On 4 April 2019, the last day of the trial of 4 activists arrested for producing wine bottles commemorating the June 4 massacre, about 30 members from the Hong Kong Alliance in Support of Patriotic Democratic Movements of China staged a protest outside the Liaison Office in Western District (Hong Kong) to express their solidarity with the activists, all of whom had received prison sentences. Protesters displayed props, carried banners, and chanted slogans.",0,crowd size=about 30,1611094730,no
3035,CHN538,2019-04-04,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),LSD: League of Social Democrats,6,0,60,156,East Asia,China,Hong Kong,unknown,22.3222,114.177,3,Inmediahk.net,Subnational,"On 4 April 2019, members of the League of Social Democrats and the Mong Kok Consumer Group staged a protest in Hong Kong to express solidarity for an activist on trial the same day as part of the 'Mong Kok civil unrest' case. Protesters carried banners.",0,crowd size=no report,1618442053,no
3039,CHN527,2019-04-03,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),DP: Democratic Party (Hong Kong); The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Radio Free Asia; HKFP,Subnational-International,"On 3 April 2019, about 30 members from the Hong Kong Alliance in Support of Patriotic Democratic Movements of China staged a protest outside the Legislative Council in Central District (Hong Kong) to support a motion raised by the Democratic Party on the same day that called for the vindication and commemoration of the June 4 incident; the same motion has been raised every year since 1997. Protesters displayed props and chanted slogans.",0,crowd size=about 30,1611094730,no
3040,CHN530,2019-04-03,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),CHRF: Civil Human Rights Front; CP: Civic Party (Hong Kong); Neo Democrats,6,6,66,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Wen Wei Po; Inmediahk.net; Radio Free Asia,Subnational-International,"On 3 April 2019, two groups of protesters for and against the Extradition Bill faced off outside the Legislative Council in Central District (Hong Kong) ahead of the first and second readings of the Extradition Bill later the same day. About 40 people, including pro-democracy legislators, members of CHRF, Civic Party, Neo Democrats, and other community groups, carried banners and shouted slogans, and petitioned for the government to withdraw the bill, while about 30 members of Defend Hong Kong Campaign who had marched from the Admiralty Station to the government building petitioned for the passing of the bill.",0,crowd size=about 70,1611094730,yes
3041,CHN2198,2019-04-03,2019,2,Demonstrations,Protests,Peaceful protest,Protesters (China),HKFTU: Hong Kong Federation of Trade Unions; Labor Group (China),6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,RTHK,Subnational,"As reported on 3 April 2019, about 20 members of the HKFTU went to the Legislative Council in Central and Western District (Hong Kong) to petition for a resolution to the three outstanding issues related to Link REIT, MTR and the Mandatory Provident Fund hedging system. They argued that Link REIT had repeatedly refurbished public housing malls and markets in order to increase rents, which had led to sharp increases in property prices, and urged the government to consider repurchasing properties sold by Link REIT. They also asked the government to reform the management and operation system of MTR, and to eliminate the hedging system for the Mandatory Provident Fund.",0,crowd size=about 20,1611094735,no
3044,CHN2196,2019-04-02,2019,2,Demonstrations,Protests,Peaceful protest,Protesters (China),DAB: Democratic Alliance for the Betterment and Progress of Hong Kong; Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,RTHK,Subnational,"As reported on 2 April 2019, at least 5 district councillors from the DAB petitioned outside the Chief Executive's Office in Central and Western District (Hong Kong), to demand the government to seriously address the problem of overcrowding in To Kwa Wan District by tour groups from Mainland China. They claimed that the influx of Mainland Chinese tourists had put considerable strain on the road infrastructure and public facilities in the area.",0,crowd size=at least 5,1611094735,no
3051,CHN525,2019-04-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),The Alliance: Hong Kong Alliance in Support of Patriotic Democratic Movements of China,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ming Pao; Radio Free Asia,Subnational-International,"On 1 April 2019, about 10 members of the Hong Kong Alliance in Support of Patriotic Democratic Movements of China staged a protest outside the China Building in Central District (Hong Kong) to call for the release of 4 human rights defenders detained for producing wine bottles commemorating the June 4th massacre and who were having their court hearing on this day. Protesters carried banners, chanted slogans, and encouraged passers-by to sign their names on props of the wine bottles.",0,crowd size=about 10,1611094730,no
3052,CHN8539,2019-04-01,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (China),NTAS: New Territories Association of Societies; Government of China (2017-) Hong Kong Special Administrative Region,6,0,60,156,East Asia,China,Hong Kong,Central and Western,22.2811,114.1598,1,Ta Kung Pao,Subnational,"On 1 April 2019, more than 20 people, including members of the NTAS and many councillors, rallied at the Government Headquarters in Admiralty in Central and Western district (Hong Kong) to protest against MTR fare increase.",0,crowd size=more than 20,1611094735,no
